Title,Genre,IMDB Rating,Rating
Penelope,"Comedy, Fantasy, Romance",6.7,PG
People You May Know,"Comedy, Drama, Romance",5.6,Not Rated
Peppermint,"Action, Crime, Drama",6.5,R
Perdida,"Crime, Drama, Mystery",5.6,TV-MA
Perfect Bid: The Contestant Who Knew Too Much,"Documentary, History",6.6,TV-PG
Perfect Stranger,"Crime, Mystery, Thriller",5.7,R
Persona,"Drama, Thriller",8.1,Not Rated
Personal Shopper,"Mystery, Thriller",6.1,R
Pete Davidson: Alive from New York,Comedy,6.1,TV-MA
Peter and the Farm,Documentary,7.1,Unrated
Peter Rabbit,"Animation, Adventure, Comedy",6.6,PG
Pets United,"Animation, Adventure, Comedy",3.8,TV-Y7
Petta,"Action, Drama",7.3,Not Rated
Phantom,"Drama, History, Thriller",5.9,R
Phantom Boy,"Animation, Action, Adventure",6.6,PG
Philadelphia,Drama,7.7,PG-13
Phir Bhi Dil Hai Hindustani,"Comedy, Drama, Musical",6.2,Not Rated
Phir Hera Pheri,"Comedy, Crime",7.1,N/A
Phir Se,"Mystery, Romance",N/A,N/A
Phone Swap,"Comedy, Romance",6.2,N/A
Photocopy,Drama,7.5,N/A
Phullu,"Comedy, Drama",6.1,N/A
Pickpockets: Maestros del robo,"Crime, Drama",5.4,TV-MA
Pieces of a Woman,Drama,7.1,R
Piercing,"Horror, Mystery, Thriller",5.6,R
Pierre Jackson,Romance,6.5,TV-MA
Pihu,"Drama, Thriller",6.7,N/A
Pimpal,Drama,7.4,N/A
Pine Gap,"Drama, Mystery, Thriller",7.2,TV-MA
Pineapple Express,"Action, Comedy, Crime",6.9,R
Pink,"Crime, Drama, Thriller",8.1,Not Rated
Pinky Memsaab,"Drama, Family",6.4,N/A
Pitaah,"Action, Drama",6.3,Not Rated
Pizza,"Horror, Thriller",8.0,Not Rated
"Pizza, birra, faso","Crime, Drama",7.1,R
PK,"Comedy, Drama, Musical",8.1,Not Rated
"Plaire, aimer et courir vite","Drama, Romance",6.8,Not Rated
Planet 51,"Animation, Adventure, Comedy",6.0,PG
Planet Hulk,"Animation, Action, Adventure, Drama, Sci-Fi",6.8,PG-13
Planetarium,"Drama, Fantasy, Mystery",4.6,Not Rated
Platoon,"Drama, War",8.1,R
Players,"Action, Crime, Thriller",4.1,Not Rated
Playing for Keeps,"Comedy, Romance, Sport",5.7,PG-13
Playing for Time,"Drama, Music",7.4,N/A
Poacher,"Short, Action, Crime",6.6,N/A
Pocoyo,"Animation, Comedy, Family",7.3,TV-Y
Point Blank,"Crime, Drama, Thriller",7.3,Not Rated
Pokémon the Movie: I Choose You,"Animation, Action, Adventure",6.3,PG
Pokémon: Mewtwo Strikes Back - Evolution,"Animation, Action, Family",5.7,TV-Y7
Polaroid,"Drama, Horror, Mystery",5.2,PG-13
Pooja Kiven Aa,Comedy,4.8,Not Rated
"Pop, Lock 'n Roll",Music,5.4,N/A
Pope Francis: A Man of His Word,"Documentary, Biography",6.4,PG
Popeye,"Adventure, Comedy, Family",5.3,PG
Porto,"Drama, Romance",6.1,R
Poseidon,"Action, Adventure, Thriller",5.7,PG-13
Posesif,"Drama, Romance",7.3,Not Rated
Poshter Girl,Comedy,6.8,Not Rated
Postcards from London,Drama,5.2,Not Rated
Poster Boys,Comedy,5.4,PG-13
Potato Potahto,Comedy,4.3,N/A
Pottersville,Comedy,5.4,PG-13
Power Paandi,"Action, Drama, Musical",7.5,N/A
Prague,"Horror, Mystery, Romance",5.7,Not Rated
Pranaam,"Action, Crime, Drama",4.4,N/A
Prem Ratan Dhan Payo,"Action, Drama, Musical",4.4,Not Rated
Premachi Goshta,Romance,7.3,Not Rated
Prescription Thugs,Documentary,7.0,PG-13
Pretty Little Stalker,"Drama, Mystery, Thriller",3.5,TV-14
Pretville,Musical,4.5,N/A
Primal Fear,"Crime, Drama, Mystery",7.7,R
Prince,"Action, Sci-Fi, Thriller",4.3,Not Rated
Prince Charming,"Adventure, Comedy, Family, Fantasy, Romance",6.1,N/A
Princess Cyd,"Drama, Romance",6.7,Not Rated
Private Life,"Comedy, Drama",7.2,R
Professor,"Comedy, Drama, Musical",7.0,N/A
Professor Mack,"Comedy, Romance",4.4,TV-MA
Project Marathwada,Drama,6.5,N/A
Project Papa,Drama,6.6,N/A
Project Power,"Action, Crime, Sci-Fi",6.0,R
Prom Night,"Horror, Mystery",3.9,PG-13
Prospect,"Adventure, Drama, Sci-Fi",6.3,R
Psycho,"Horror, Mystery, Thriller",8.5,R
Psychokinesis,Adventure,N/A,N/A
Puerto Ricans in Paris,Comedy,5.3,R
Pukar,"Action, Drama, Romance",6.8,N/A
Pulang,Drama,6.7,TV-14
Pulp Fiction,"Crime, Drama",8.9,R
Punjab 1984,"Drama, Family, History",8.4,N/A
Pup Star,"Comedy, Family",4.4,G
Pup Star: Better 2Gether,Family,4.6,PG
Pup Star: World Tour,"Comedy, Family, Musical",4.3,G
Puppy Star Christmas,"Comedy, Family, Musical",4.0,PG
puriyatha puthir,Crime,7.5,N/A
Pusher,"Crime, Thriller",7.4,Not Rated
Puss in Book: Trapped in an Epic Tale,"Animation, Short, Action",5.4,TV-Y7
Puss in Boots,"Animation, Adventure, Comedy",6.6,PG
Pyaar Ka Punchnama,"Comedy, Drama, Romance",7.6,Not Rated
Pyaar Ka Punchnama 2,"Comedy, Drama, Romance",7.2,Not Rated
Pyaar Ke Side Effects,"Comedy, Drama, Romance",6.7,N/A
Pyar Ke Do Pal,"Action, Drama",6.1,N/A
Qarib Qarib Singlle,"Comedy, Romance",7.1,N/A
Qila,"Drama, Family, Music",5.2,Not Rated
Qismat,"Drama, Romance",8.4,Not Rated
Qlimax: The Source,"Music, Musical",7.4,TV-14
Quantum of Solace,"Action, Adventure, Thriller",6.6,PG-13
Quartet,"Comedy, Drama, Music",6.8,PG-13
Queen,"Adventure, Comedy, Drama",8.2,Not Rated
Queen of the Desert,"Adventure, Biography, Drama",5.7,PG-13
Quién te cantará,"Drama, Music, Mystery",7.0,N/A
Quiet Victory: The Charlie Wedemeyer Story,Drama,7.2,Not Rated
Quigley Down Under,"Action, Adventure, Drama",6.9,PG-13
Quincy,"Documentary, Biography",7.6,TV-MA
R.K.Nagar,Comedy,5.2,N/A
Raat Akeli Hai,"Crime, Drama, Mystery",7.3,TV-MA
Race,"Biography, Drama, Sport",7.1,PG-13
Race 2,"Action, Crime, Thriller",5.4,Not Rated
Race to Witch Mountain,"Action, Adventure, Family",5.7,PG
Rachel Getting Married,"Drama, Romance",6.7,R
Radio Rebel,"Comedy, Drama, Family",5.9,TV-G
Radiopetti,Drama,7.2,N/A
Radium Girls,"Drama, History",6.3,Not Rated
Raees,"Action, Crime, Drama",6.8,Not Rated
Raging Bull,"Biography, Drama, Sport",8.2,R
Ragini MMS,"Drama, Horror, Mystery",4.9,Not Rated
Ragini MMS 2,Horror,3.8,Not Rated
Rahasya,"Mystery, Thriller",7.6,N/A
Rain Man,Drama,8.0,R
Rainbow Jelly,Drama,7.1,N/A
Rainbow Time,"Comedy, Drama",5.9,Not Rated
Raising the Bar,Drama,7.4,N/A
Raising Victor Vargas,"Drama, Romance",7.2,R
Raja Hindustani,"Action, Comedy, Drama",6.2,N/A
Raja Natwarlal,"Crime, Thriller",6.1,Not Rated
Rajma Chawal,"Comedy, Drama, Family",5.8,N/A
Rajnigandha,"Drama, Romance",7.3,N/A
Rakkhosh,Horror,4.8,N/A
Ralphie May: Imperfectly Yours,"Documentary, Comedy",5.6,N/A
Ralphie May: Unruly,Comedy,4.8,N/A
"Ram Dass, Going Home","Documentary, Short",7.1,N/A
Ram Jaane,"Action, Crime, Drama",5.4,Not Rated
Ram Teri Ganga Maili,"Drama, Musical, Romance",6.7,N/A
Raman Raghav 2.0,"Crime, Drama, Thriller",7.4,Not Rated
Ramji Londonwaley,"Comedy, Drama, Family",6.7,N/A
Rampage: President Down,"Action, Crime, Thriller",4.8,Not Rated
Rampant,"Short, Horror",7.1,N/A
Ranbhool,Thriller,5.4,Not Rated
Rang De Basanti,"Comedy, Crime, Drama",8.1,Not Rated
Rango,"Animation, Adventure, Comedy",7.2,PG
Rangoon,"Action, Drama, History",5.6,Not Rated
Rangreza,"Music, Romance",5.2,N/A
Rattlesnake,"Drama, Horror, Mystery",4.6,TV-MA
Ravenous,"Adventure, Horror, Western",7.0,R
"Ray Romano: Right Here, Around the Corner","Documentary, Comedy",7.2,N/A
Reaction,Comedy,8.1,N/A
Ready,"Action, Comedy, Romance",4.8,Not Rated
Ready to Mingle,"Reality-TV, Romance",5.6,N/A
Real Steel,"Action, Drama, Sci-Fi",7.0,PG-13
Rebecca,"Drama, Mystery, Romance",8.1,Approved
Rebel Without a Cause,Drama,7.7,PG-13
Rebirth,Thriller,5.0,TV-MA
Recall,"Crime, Drama, Thriller",2.9,TV-MA
Red Christmas,"Horror, Thriller",4.3,Not Rated
Red Dawn,"Action, Drama",5.4,PG-13
Red Trees,Documentary,6.4,Not Rated
Redemption,Drama,5.6,N/A
Regatta,"Action, Crime, Drama",4.5,N/A
Reggie Watts: Spatial,"Comedy, Music",6.1,N/A
Reincarnated,"Documentary, Music",6.2,R
ReMastered: The Two Killings of Sam Cooke,"Documentary, Music",7.3,TV-MA
Rembat,Comedy,5.1,N/A
Remember,"Drama, Mystery, Thriller",7.5,R
Remember Me,"Drama, Romance",7.1,PG-13
Rememory,"Drama, Mystery, Sci-Fi",6.2,PG-13
Rencor tatuado,"Comedy, Romance, Thriller",4.8,N/A
Resident Evil: Afterlife,"Action, Horror, Sci-Fi",5.8,R
Residente,"Documentary, Music",8.0,Not Rated
Residue,"Drama, Horror, Mystery",6.1,N/A
Restless Creature: Wendy Whelan,Documentary,7.1,N/A
Results,"Comedy, Romance",5.4,R
Retablo,Drama,7.3,N/A
Return of the Prodigal Son,Documentary,N/A,N/A
Revelations,"Fantasy, Drama, Mystery",6.4,N/A
Revenge of the Green Dragons,"Action, Crime, Drama",5.3,R
Revenge of the Pontianak,"Horror, Romance",5.2,N/A
Revenger,"Action, Crime, Thriller",5.7,Not Rated
Revolt,"Action, Adventure, Sci-Fi",5.3,R
Revolting Rhymes,"Animation, Comedy, Drama",7.9,N/A
Revolutionary Road,"Drama, Romance",7.3,R
Rezeta,"Comedy, Drama, Romance",5.7,N/A
Rhys Nicholson: Live at the Athenaeum,Comedy,7.7,N/A
Ricardo O'Farrill: Abrazo genial,Comedy,5.5,TV-MA
Ricardo O'Farrill: Abrazo navideño,Comedy,5.7,TV-MA
Ricardo Quevedo: Hay gente así,Comedy,6.4,TV-MA
Rich in Love,Drama,6.2,PG-13
Richard Pryor: Live in Concert,"Documentary, Comedy",8.1,Not Rated
Ricky Gervais: Humanity,Comedy,8.0,TV-MA
Ride Like a Girl,"Biography, Drama, Sport",7.0,PG
Riding Faith,Family,4.4,TV-G
"Right Here, Right Now","Short, Comedy, Drama",7.8,N/A
Righteous Kill,"Crime, Drama, Mystery",6.0,R
Rim of the World,"Action, Adventure, Comedy",5.2,TV-14
Rip Tide,"Drama, Family",5.5,Unrated
Rise of the Zombie,"Drama, Horror, Thriller",3.5,Not Rated
Rise: Ini Kalilah,Drama,5.0,N/A
Trapped in Tradition: Rivaaz,"Crime, Drama, Thriller",5.3,N/A
River's Edge,"Crime, Drama",7.0,R
Riverdale,"Crime, Drama, Mystery",6.7,TV-14
Rize,"Documentary, Music",7.1,PG-13
Road to High & Low,"Action, Drama",6.6,N/A
Road to Sangam,"Drama, Thriller",7.4,N/A
Road to Yesterday,"Drama, Romance, Thriller",6.1,N/A
Road Trip: Beer Pong,Comedy,4.9,R
"Rob Schneider: Asian Momma, Mexican Kids",Comedy,5.5,TV-MA
Robin Hood: The Rebellion,"Action, Adventure, History",3.7,N/A
Rocco,Documentary,5.7,TV-MA
Rock My Heart,Drama,6.5,TV-PG
Rock On!!,"Drama, Music",7.7,Not Rated
Rocko's Modern Life: Static Cling,"Animation, Action, Adventure, Comedy, Family",7.0,TV-Y7
Rocky,"Drama, Sport",8.1,PG
Rocky Handsome,"Action, Crime, Drama",6.8,Not Rated
Rocky II,"Drama, Sport",7.3,PG
Rocky III,"Drama, Sport",6.8,PG
Rocky IV,"Drama, Sport",6.9,PG
Rocky V,"Drama, Sport",5.3,PG-13
Rodney Carrington: Here Comes the Truth,"Documentary, Comedy",4.4,N/A
Rodney King,"Comedy, Drama",5.7,TV-MA
Rogue Warfare,"Action, War",2.8,R
Rogue Warfare: The Hunt,Action,3.1,R
Roh's Beauty,Drama,3.6,N/A
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"Documentary, Biography, History",7.6,TV-MA
Roma,Drama,7.7,R
Romantik Komedi,"Comedy, Romance",5.3,N/A
Romantik Komedi 2: Bekarliga Veda,"Comedy, Romance",5.2,N/A
Romeo Akbar Walter,"Action, Drama, Thriller",6.6,Not Rated
Romeo Ranjha,"Action, Comedy, Romance",4.7,N/A
Romina,"Horror, Thriller",2.2,N/A
"Ron White: If You Quit Listening, I'll Shut Up",Comedy,6.5,N/A
Ronnie Coleman: The King,Documentary,7.0,N/A
Ronny Chieng: Asian Comedian Destroys America,Comedy,7.4,TV-MA
Room,"Drama, Thriller",8.1,R
Room for Rent,"Crime, Horror, Mystery",5.4,N/A
Room on the Broom,"Animation, Comedy, Family, Fantasy",7.6,Not Rated
Roped,"Drama, Romance",5.4,PG
Rory Scovel Tries Stand-Up for the First Time,"Documentary, Comedy",6.7,TV-MA
Rosemary's Baby,"Drama, Horror",8.0,Approved
Rounders,"Crime, Drama",7.3,R
Rowdy Rathore,"Action, Comedy, Crime",5.7,Not Rated
Roxanne Roxanne,"Biography, Drama, Music",6.2,TV-MA
Royal Pains,"Comedy, Drama",7.1,TV-PG
Rudy Habibie: Habibie & Ainun 2,"Biography, Drama, Romance",7.6,TV-14
Rugrats in Paris: The Movie - Rugrats II,"Animation, Adventure, Comedy",6.2,G
Rukh,"Drama, Mystery",6.4,N/A
Rumble,"Adventure, Comedy, Drama",7.1,N/A
Rumor Has It,Game-Show,5.7,N/A
Run,"Mystery, Thriller",6.7,PG-13
Runaway Bride,"Comedy, Romance",5.6,PG
Running for Grace,"Family, Romance",6.2,TV-14
Running Out Of Time,Thriller,4.3,TV-14
Running Shaadi,"Comedy, Romance",6.6,N/A
Russell Howard: Recalibrate,Comedy,7.4,TV-MA
Russell Madness,Family,4.2,PG
Russell Peters: Almost Famous,Comedy,6.6,N/A
Russell Peters: Notorious,Comedy,7.1,N/A
Rust Creek,"Crime, Drama, Thriller",5.9,R
Rustom,"Crime, Drama, Thriller",7.1,Not Rated
Ryan Hamilton: Happy Face,"Documentary, Comedy",7.3,N/A
S.W.A.T.,"Action, Adventure, Crime",6.0,PG-13
Saadey CM Saab,"Comedy, Family",5.4,N/A
Saaho,"Action, Thriller",5.2,Not Rated
Saath Saath,Drama,7.1,N/A
Saavat,"Short, Drama",N/A,N/A
Saawan,"Drama, Thriller",7.4,N/A
Sabrina,"Comedy, Drama, Romance",7.7,Passed
Sacred Games,"Action, Crime, Drama",8.6,TV-MA
Sadece sen,"Action, Drama, Romance",7.3,N/A
Sadie's Last Days on Earth,Comedy,5.3,Unrated
Sadma,"Drama, Romance",8.4,N/A
Sadqay Tumhare,Romance,7.4,N/A
Saeed Mirza: The Leftist Sufi,Documentary,7.7,N/A
Safety Not Guaranteed,"Comedy, Drama, Romance",7.0,R
Sahara,"Action, Adventure, Comedy",6.0,PG-13
Saheb Bibi Golaam,"Action, Crime, Drama",6.5,N/A
Saheb Biwi Aur Gangster Returns,"Action, Crime, Drama",6.8,Not Rated
Sairat,"Drama, Romance",8.3,Not Rated
Sakaling maging tayo,"Comedy, Romance",7.1,N/A
Sakhi,Drama,6.9,N/A
Salaakhen,"Action, Drama",5.4,N/A
Saladin,Animation,8.7,N/A
Sam Jay: 3 in the Morning,Comedy,6.4,TV-MA
Sam Kinison: Breaking the Rules,"Documentary, Comedy",7.3,R
The Sam Kinison Family Entertainment Hour,"Documentary, Comedy, Music",6.8,Not Rated
Sam Kinison: Live in Vegas,Comedy,4.6,TV-MA
Samantaral,Drama,7.6,N/A
Same Kind of Different as Me,"Biography, Drama",6.7,PG-13
Sample This,"Documentary, Music",6.4,Not Rated
Samson,"Action, Drama",4.4,PG-13
Sanai Choughade,Comedy,7.3,N/A
Sand Castle,"Action, Drama, War",6.3,TV-MA
Sand Storm,"Short, Action, Drama",N/A,N/A
Sandy Wexler,Comedy,5.2,TV-14
Sangam,"Drama, Musical, Romance",7.5,N/A
Sanju,"Biography, Comedy, Drama",7.7,TV-MA
Santa Banta Pvt Ltd,"Comedy, Crime, Drama",2.8,N/A
Santa Claws,"Family, Fantasy",3.1,TV-PG
Santa Girl,"Comedy, Family, Romance",5.0,N/A
Santa's Apprentice,"Animation, Comedy, Family",6.4,G
Santana,"Action, Crime, Drama",3.8,TV-MA
Sarah Cooper: Everything's Fine,Comedy,5.6,TV-MA
Sarah Silverman: A Speck of Dust,Comedy,6.8,TV-MA
Sarajevo,"Drama, History, War",6.7,N/A
Sardaar Ji,"Comedy, Fantasy, Horror",6.4,N/A
Sardaarji 2,"Adventure, Comedy",5.2,N/A
Sarivar Sari,Drama,7.2,N/A
Sarvopari Palakkaran,Comedy,5.0,N/A
Sat Shri Akaal England,"Comedy, Family",5.3,N/A
Sat Sri Akal,"Drama, Family, Romance",5.5,N/A
The Satan Bug,"Crime, Mystery, Sci-Fi",6.2,Approved
Satrangi Re,"Music, Musical",6.9,Not Rated
Satria Heroes: Revenge of the Darkness,"Action, Adventure, Drama",4.0,N/A
Satte Pe Satta,"Action, Comedy, Drama",7.2,N/A
Saturday Church,"Drama, Fantasy, Music",6.0,Not Rated
Satyagraha,Drama,5.9,N/A
Savage Dog,"Action, Drama",5.0,TV-14
Saverio Raimondo: Il Satiro Parlante,Comedy,6.0,N/A
Saving Capitalism,Documentary,6.8,TV-PG
Saving Mr. Banks,"Biography, Comedy, Drama",7.5,PG-13
Saving Zoë,"Crime, Drama, Mystery",5.3,R
Savita Damodar Paranjpe,Thriller,5.9,N/A
Say When,"Short, Drama",N/A,N/A
Scales: Mermaids Are Real,"Adventure, Family, Fantasy",4.3,PG
Scarecrow,Drama,7.3,R
Scary Movie,Comedy,6.2,R
Scary Movie 5,Comedy,3.5,PG-13
Schindler's List,"Biography, Drama, History",8.9,R
School Daze,"Comedy, Drama, Musical",6.0,R
Love School Life,"Action, Comedy, Drama",7.2,N/A
Schubert in Love: Vater werden ist (nicht) schwer,Comedy,5.1,N/A
Schulz Saves America,Comedy,7.5,TV-MA
Scissor Seven,"Animation, Action",8.3,TV-14
Scooby-Doo on Zombie Island,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",7.8,TV-G
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy",7.5,PG-13
Scream 2,"Horror, Mystery",6.2,R
Scream 3,"Horror, Mystery",5.6,R
Seal Team Six: The Raid on Osama Bin Laden,"Action, Crime, Drama, Thriller",5.7,Not Rated
Search Party,"Comedy, Crime, Drama",7.7,TV-MA
Searching for Bobby Fischer,"Biography, Drama, Sport",7.4,PG
Searching for Sugar Man,"Documentary, Biography, Music",8.2,PG-13
Season of the Witch,"Action, Adventure, Fantasy",5.4,PG-13
Sebastián Marcelo Wainraich,Comedy,6.4,TV-MA
Sebastian Maniscalco: Stay Hungry,Comedy,7.1,TV-MA
Sebastian Maniscalco: What's Wrong with People?,Comedy,8.1,TV-14
Sebastian Maniscalco: Why Would You Do That?,Comedy,7.4,TV-14
Kingsman: The Secret Service,"Action, Adventure, Comedy",7.7,R
Secret in Their Eyes,"Crime, Drama, Mystery",6.3,PG-13
Secret Obsession,Thriller,4.4,TV-14
Secret Superstar,"Drama, Music",7.8,Not Rated
Secrets of Althorp: The Spencers,Documentary,7.7,N/A
Secrets of Chatsworth,Documentary,7.4,N/A
Secrets of Henry VIII's Palace: Hampton Court,Documentary,7.4,N/A
Secrets of Her Majesty's Secret Service,Documentary,6.6,TV-PG
Secrets of Highclere Castle,Documentary,8.4,N/A
Secrets of Scotland Yard,Mystery,6.1,Passed
Secrets of Selfridges,"Documentary, Biography, History",7.2,N/A
Secrets of the Tower of London,N/A,7.4,N/A
Secrets of Underground London,Thriller,6.7,N/A
Secrets of Westminster,Documentary,7.4,N/A
Security,"Action, Crime, Thriller",5.7,R
See You Yesterday,"Action, Adventure, Crime",5.2,TV-MA
Seeing Allred,Documentary,7.2,TV-14
Sei,"Action, Crime, Thriller",4.1,N/A
Selfless,Thriller,4.3,R
Semana Santa,"Drama, Thriller",4.3,R
Sen Kimsin?,"Comedy, Crime",5.0,N/A
Senna,"Documentary, Biography, Sport",8.5,PG-13
Seoul Searching,"Comedy, Drama, Music",7.0,TV-MA
Septembers of Shiraz,Thriller,6.2,PG-13
"Septiembre, un llanto en silencio",Drama,5.6,N/A
Sergio,"Biography, Drama, History",6.1,R
Serious Men,"Comedy, Drama",6.8,N/A
Seriously Single,"Comedy, Romance",4.5,TV-MA
Set It Up,"Comedy, Romance",6.5,TV-14
How Papa Set Off the Fireworks,"Short, Comedy",N/A,N/A
Set Up,"Short, Crime",5.3,R
Seth Meyers: Lobby Baby,Comedy,7.5,TV-MA
Seth Rogen's Hilarity for Charity,Comedy,5.0,TV-MA
Sethum Aayiram Pon,Family,7.3,N/A
Settai,"Action, Comedy, Crime",4.5,Not Rated
Seven in Heaven,"Drama, Horror, Mystery",5.4,PG-13
Seven Pounds,Drama,7.6,PG-13
Seven Sundays,"Comedy, Drama",7.7,TV-PG
Seventeen,Documentary,7.9,Not Rated
Seventh Son,"Action, Adventure, Fantasy",5.5,PG-13
Sex and the City 2,"Comedy, Drama, Romance",4.5,R
Sex Doll,Thriller,4.5,Unrated
Sex Drive,"Comedy, Romance",6.5,R
"Sexo, pudor y lágrimas","Comedy, Drama",6.7,R
Sextuplets,Comedy,4.4,TV-14
SGT. Will Gardner,"Action, Adventure, Drama",5.9,Not Rated
Shéhérazade,"Drama, Romance, Thriller",7.1,TV-MA
Shabd,"Drama, Thriller",5.1,N/A
Shadow,Horror,5.4,Not Rated
Shahanpan Dega Deva,Comedy,5.0,Not Rated
Shaitan,"Action, Crime, Drama",7.2,Not Rated
Shakti the Power,Action,N/A,N/A
Shanghai,"Crime, Drama, Mystery",7.2,Not Rated
Shararat,"Comedy, Fantasy, Romance",7.5,N/A
Shark Night,Documentary,3.2,N/A
Shattered Memories,"Crime, Thriller",4.2,Unrated
Shaun the Sheep: The Farmer's Llamas,"Animation, Comedy, Family",6.9,TV-G
Shaurya: It Takes Courage to Make Right... Right,"Crime, Drama, Thriller",7.3,Not Rated
Shawn Mendes: In Wonder,"Documentary, Music",6.6,TV-MA
Shawn Mendes: Live in Concert,Music,7.5,N/A
She's Dating the Gangster,"Comedy, Drama, Romance",7.2,TV-PG
She's Out of My League,"Comedy, Romance",6.4,R
She's the One,"Comedy, Drama, Romance",6.0,R
Shelby American,"Documentary, Biography, Family",7.3,N/A
Shelter,"Drama, Romance, Sport",7.7,R
Shepherds and Butchers,"Crime, Drama, Mystery",6.8,R
Sherlock Holmes,"Action, Adventure, Mystery",7.6,PG-13
Shikari,"Action, Crime, Drama",6.7,N/A
Shimla Mirchi,"Comedy, Romance",4.6,N/A
Shimmer Lake,"Crime, Drama, Mystery",6.3,Not Rated
Shine Your Eyes,"Drama, Thriller",6.6,TV-MA
Shiva,"Action, Crime, Drama",8.1,Not Rated
Shonar Pahar,Drama,8.1,N/A
Shootout at Lokhandwala,"Action, Crime, History",7.1,Not Rated
Shopkins: Chef Club,"Animation, Short, Family",5.1,Not Rated
Shopkins Wild,"Animation, Family",5.7,Not Rated
Shopkins World Vacation,Animation,5.5,Not Rated
Shor in the City,"Crime, Drama",7.2,N/A
Shorgul,Drama,5.8,N/A
Short Term 12,Drama,8.0,R
Shortcut Safari,"Adventure, Drama, Mystery",6.5,N/A
Shorts,"Adventure, Comedy, Drama",4.7,PG
Shot Caller,"Crime, Drama, Thriller",7.3,R
SHOT! The Psycho-Spiritual Mantra of Rock,"Documentary, Biography, Music",6.8,Not Rated
Shrek the Musical,"Comedy, Family, Fantasy",7.0,TV-G
Shubh Aarambh,"Comedy, Drama, Family",6.8,N/A
Shuddhi,"Crime, Drama, Thriller",7.9,Not Rated
Shutter,"Horror, Mystery, Thriller",7.1,Not Rated
Si Doel: The Movie,"Drama, Romance",7.2,N/A
Si Doel the Movie 2,"Drama, Romance",7.0,N/A
Si saben cómo me pongo ¿pa' qué me invitan?,Comedy,4.7,N/A
Sicilian Ghost Story,"Crime, Drama, Fantasy",6.4,Not Rated
Siddhant,Drama,6.3,N/A
Sierra Burgess Is a Loser,"Comedy, Drama, Romance",5.8,PG-13
Sigaram Thodu,"Action, Thriller",6.2,N/A
Silencer,"Action, Drama, Thriller",3.9,Not Rated
Silent Hill: Revelation,"Action, Adventure, Fantasy",5.0,R
Sillu Karuppatti,"Drama, Romance",8.1,N/A
Silver Linings Playbook,"Comedy, Drama, Romance",7.7,R
Simon Amstell: Set Free,Comedy,6.4,N/A
Simon Killer,"Drama, Thriller",6.3,Not Rated
Manu Nna: Simplemente Manu NNa,Comedy,5.3,N/A
Singapore,"Action, Adventure, Crime",6.4,Passed
Singh Saab the Great,"Action, Drama",5.6,Not Rated
Singham,"Action, Crime, Drama",6.8,Not Rated
Single,"Comedy, Romance",6.8,TV-14
Singularity,"Action, Adventure, Drama",3.7,PG-13
Sinister 2,"Horror, Mystery, Thriller",5.3,R
Siren,"Drama, Fantasy",7.0,TV-PG
Sister Cities,Drama,6.8,TV-14
Sister Code,"Comedy, Drama, Romance",4.7,R
Sisterakas,Comedy,5.4,N/A
Six Windows in the Desert,"Short, Adventure, Comedy",4.2,N/A
Skin,"Biography, Crime, Drama",6.9,R
Skin Trade,"Action, Crime, Thriller",5.6,R
Skins,Drama,8.2,TV-MA
Sky Ladder: The Art of Cai Guo-Qiang,Documentary,7.3,N/A
Sky on Fire,"Documentary, Short",N/A,N/A
Sky Tour: The Movie,"Documentary, Music",8.6,N/A
Skyline,"Action, Sci-Fi, Thriller",4.4,PG-13
Slam,Drama,7.1,R
Sleeping with Other People,"Comedy, Drama, Romance",6.5,R
Sleepless Society: Insomnia,"Drama, Mystery, Thriller",7.4,N/A
Sleepless Society: Two Pillows & A Lost Soul,"Drama, Thriller",5.3,N/A
Sleepover,"Comedy, Family, Romance",5.4,PG
Sling Blade,Drama,8.0,R
Sliver,"Drama, Thriller",5.1,R
Slow Country,"Action, Drama",4.8,TV-MA
Slow West,"Action, Adventure, Drama",6.9,R
Small Crimes,"Crime, Drama, Thriller",5.8,TV-MA
Small Soldiers,"Action, Adventure, Comedy",6.2,PG-13
Small Town Crime,"Crime, Mystery, Thriller",6.6,R
Smart People,"Comedy, Drama, Romance",6.1,R
Smoke,"Comedy, Drama",7.4,R
Smosh: The Movie,"Adventure, Comedy, Fantasy",3.3,PG-13
Sniper Special Ops,"Action, Drama, War",3.1,R
Snow Day,"Adventure, Comedy, Family",5.1,PG
Snowden,"Biography, Crime, Drama",7.3,R
Snowpiercer,"Action, Drama, Sci-Fi",7.1,R
Socha Na Tha,"Comedy, Drama, Romance",7.4,Not Rated
Soekarno: Indonesia Merdeka,"Biography, History",7.0,N/A
Sofía Niño de Rivera: Selección natural,Comedy,6.9,TV-MA
Sohni Mahiwal,"Action, Drama, Romance",6.1,N/A
Soldier,"Action, Drama, Sci-Fi",6.1,R
Solo,"Action, Sci-Fi, Thriller",4.0,PG-13
